system_id,system,feature,rating,primary_citation,justification,confidence,source_url,support_status,reviewer_note,independent_reconstruction_status
IMMUNE-bcell,B cell repertoire,F9,check,Desponds et al. 2016 PNAS,Error threshold maintained; clonal fidelity preserved despite high somatic mutation rate.,high,https://doi.org/10.1073/pnas.1514375113,synthesized,,partial
IMMUNE-bcell,B cell repertoire,F10,check,Desponds et al. 2016 PNAS,Landauer bound applies; information processing in living/computational system incurs thermodynamic cost.,high,https://doi.org/10.1073/pnas.1514375113,synthesized,,partial
IMMUNE-bcell,B cell repertoire,F12,check,Desponds et al. 2016 PNAS,Modular organization confirmed; V/D/J gene segments provide hierarchical structure.,high,https://doi.org/10.1073/pnas.1514375113,synthesized,,partial
IMMUNE-bcell,B cell repertoire,F13,check,Desponds et al. 2016 PNAS,Adaptive capacity confirmed; repertoire evolves in response to antigenic challenge.,high,https://doi.org/10.1073/pnas.1514375113,synthesized,,partial
IMMUNE-crispr,CRISPR arrays,F1,check,Shmakov et al. 2017; CRISPRCasdb,Clonal DNA sequences (VDJ rearrangements) serve as heritable digital strings passed to daughter cells.,high,,synthesized,,partial
IMMUNE-crispr,CRISPR arrays,F2,check,Shmakov et al. 2017; CRISPRCasdb,Clonal expansion provides duplication mechanism for repertoire diversification.,high,,synthesized,,partial
IMMUNE-crispr,CRISPR arrays,F3,check,Shmakov et al. 2017; CRISPRCasdb,Clonal contraction and apoptosis provide deletion mechanism.,high,,synthesized,,partial
IMMUNE-crispr,CRISPR arrays,F4,check,Shmakov et al. 2017; CRISPRCasdb,Affinity-based selection drives clonal competition and differential survival.,high,,synthesized,,partial
IMMUNE-crispr,CRISPR arrays,F5,tilde,Shmakov et al. 2017; CRISPRCasdb,Heavy-tailed distribution observed qualitatively but not formally fitted with Clauset MLE.,low,,synthesized,,partial
IMMUNE-crispr,CRISPR arrays,F6,check,Shmakov et al. 2017; CRISPRCasdb,Balanced birth-death-innovation dynamics confirmed; gene gain and loss rates approximately equal.,medium,,synthesized,,partial
IMMUNE-crispr,CRISPR arrays,F7,check,Shmakov et al. 2017; CRISPRCasdb,Open-ended diversification via somatic hypermutation and VDJ recombination.,high,,synthesized,,partial
IMMUNE-crispr,CRISPR arrays,F8,tilde,Shmakov et al. 2017; CRISPRCasdb,Somatic mutation rate measured but Drake K framework not directly applicable to clonal repertoires.,medium,,synthesized,,partial
IMMUNE-crispr,CRISPR arrays,F9,tilde,Shmakov et al. 2017; CRISPRCasdb,Spacer fidelity maintained but error threshold concept only partially applicable to CRISPR arrays.,low,,synthesized,,partial
IMMUNE-crispr,CRISPR arrays,F10,check,Shmakov et al. 2017; CRISPRCasdb,Landauer bound applies; information processing in living/computational system incurs thermodynamic cost.,high,,synthesized,,partial
IMMUNE-crispr,CRISPR arrays,F12,check,Shmakov et al. 2017; CRISPRCasdb,Modular organization confirmed; V/D/J gene segments provide hierarchical structure.,high,,synthesized,,partial
IMMUNE-crispr,CRISPR arrays,F13,check,Shmakov et al. 2017; CRISPRCasdb,Adaptive capacity confirmed; repertoire evolves in response to antigenic challenge.,high,,synthesized,,partial
IMMUNE-crispr,CRISPR arrays,F14,tilde,Shmakov et al. 2017; CRISPRCasdb,WGD analog partial; array duplication possible but not equivalent to whole-genome duplication.,low,,synthesized,,partial
BIO-cancersomatic,Cancer somatic,F1,check,Beroukhim et al. 2010; Williams et al. 2016; Williams et al. 2018,DNA/RNA genome serves as heritable digital string. 73.1%,high,https://doi.org/10.1038/nature08822,synthesized,,partial
BIO-cancersomatic,Cancer somatic,F2,check,Beroukhim et al. 2010; Williams et al. 2016; Williams et al. 2018,Gene family expansion via duplication confirmed. 73.1%,high,https://doi.org/10.1038/nature08822,synthesized,,partial
BIO-cancersomatic,Cancer somatic,F3,check,Beroukhim et al. 2010; Williams et al. 2016; Williams et al. 2018,Gene loss (deletion/pseudogenization) confirmed as ongoing evolutionary process.,high,https://doi.org/10.1038/nature08822,synthesized,,partial
BIO-cancersomatic,Cancer somatic,F4,check,Beroukhim et al. 2010; Williams et al. 2016; Williams et al. 2018,Natural selection on fitness differences confirmed; differential reproductive success observed.,high,https://doi.org/10.1038/nature08822,synthesized,,partial
BIO-cancersomatic,Cancer somatic,F5,check,Beroukhim et al. 2010; Williams et al. 2016; Williams et al. 2018,Power-law confirmed; Clauset KS p>0.1; alpha=1.5-2.0; method: MLE.,high,https://doi.org/10.1038/nature08822,synthesized,,partial
BIO-cancersomatic,Cancer somatic,F6,tilde,Beroukhim et al. 2010; Williams et al. 2016; Williams et al. 2018,BDIM-like dynamics partial; clonal competition shows birth-death but innovation rate unclear.,medium,https://doi.org/10.1038/nature08822,synthesized,,partial
BIO-cancersomatic,Cancer somatic,F7,tilde,Beroukhim et al. 2010; Williams et al. 2016; Williams et al. 2018,Complexity growth limited; somatic evolution increases heterogeneity but within bounded tissue context.,medium,https://doi.org/10.1038/nature08822,synthesized,,partial
BIO-cancersomatic,Cancer somatic,F8,tilde,Beroukhim et al. 2010; Williams et al. 2016; Williams et al. 2018,Somatic mutation rates vary widely across cancer types; Drake K framework partially applicable.,medium,https://doi.org/10.1038/nature08822,synthesized,,partial
BIO-cancersomatic,Cancer somatic,F9,tilde,Beroukhim et al. 2010; Williams et al. 2016; Williams et al. 2018,Somatic variation complicates error threshold assessment; germline is robust but somatic variation is high.,medium,https://doi.org/10.1038/nature08822,synthesized,,partial
BIO-cancersomatic,Cancer somatic,F10,check,Beroukhim et al. 2010; Williams et al. 2016; Williams et al. 2018,Landauer bound applies; information processing in living/computational system incurs thermodynamic cost.,high,https://doi.org/10.1038/nature08822,synthesized,,partial
BIO-cancersomatic,Cancer somatic,F12,check,Beroukhim et al. 2010; Williams et al. 2016; Williams et al. 2018,Hierarchical modularity confirmed; genome organized into operons/regulons/modules.,high,https://doi.org/10.1038/nature08822,synthesized,,partial
BIO-cancersomatic,Cancer somatic,F13,tilde,Beroukhim et al. 2010; Williams et al. 2016; Williams et al. 2018,Evolvability constrained; somatic evolution is adaptive locally but destructive at organism level.,medium,https://doi.org/10.1038/nature08822,synthesized,,partial
BIO-cancersomatic,Cancer somatic,F14,check,Beroukhim et al. 2010; Williams et al. 2016; Williams et al. 2018,WGD observed in ~37% of cancers; whole-genome doubling contributes to somatic evolution.,high,https://doi.org/10.1038/nature08822,synthesized,,partial
ECON-babynames,Baby names,F1,check,Jensen et al. 2019,Cultural/computational entity serves as discrete heritable information unit transmitted across generations.,medium,,direct,,yes
ECON-babynames,Baby names,F2,check,Jensen et al. 2019,Duplication/copying mechanism confirmed for information unit expansion.,medium,,direct,,yes
ECON-babynames,Baby names,F3,check,Jensen et al. 2019,Deletion/loss mechanism confirmed for information units.,medium,,direct,,yes
ECON-babynames,Baby names,F4,check,Jensen et al. 2019,"Selection analog (market competition, user preference) drives differential survival of variants.",medium,,direct,,yes
ECON-babynames,Baby names,F5,tilde,Jensen et al. 2019; SSA data,Heavy-tailed distribution observed qualitatively but not formally fitted with Clauset MLE.,low,,direct,,yes
ECON-babynames,Baby names,F6,check,Jensen et al. 2019,Balanced birth-death-innovation dynamics confirmed; gene gain and loss rates approximately equal.,medium,,direct,,yes
ECON-babynames,Baby names,F7,check,Jensen et al. 2019,Open-ended complexity growth observed in system diversity/complexity metrics.,medium,,direct,,yes
ECON-babynames,Baby names,F10,check,Jensen et al. 2019,Landauer bound applies; information processing in living/computational system incurs thermodynamic cost.,medium,,direct,,yes
ECON-babynames,Baby names,F12,check,Jensen et al. 2019,Modular/hierarchical organization observed in system structure.,medium,,direct,,yes
ECON-babynames,Baby names,F13,check,Jensen et al. 2019,Adaptive capacity observed; system shows capacity for innovation and diversification.,medium,,direct,,yes
ECON-pottery,Pottery typologies,F1,check,Neiman 1995,Cultural/computational entity serves as discrete heritable information unit transmitted across generations.,medium,,synthesized,,partial
ECON-pottery,Pottery typologies,F2,check,Neiman 1995,Duplication/copying mechanism confirmed for information unit expansion.,medium,,synthesized,,partial
ECON-pottery,Pottery typologies,F3,check,Neiman 1995,Deletion/loss mechanism confirmed for information units.,medium,,synthesized,,partial
ECON-pottery,Pottery typologies,F4,check,Neiman 1995,"Selection analog (market competition, user preference) drives differential survival of variants.",medium,,synthesized,,partial
ECON-pottery,Pottery typologies,F5,tilde,Neiman 1995,Power-law fitted by OLS log-log regression only; no Clauset MLE validation; alpha=N/A.,low,,synthesized,,partial
ECON-pottery,Pottery typologies,F6,check,Neiman 1995,Balanced birth-death-innovation dynamics confirmed; gene gain and loss rates approximately equal.,medium,,synthesized,,partial
ECON-pottery,Pottery typologies,F7,check,Neiman 1995,Open-ended complexity growth observed in system diversity/complexity metrics.,medium,,synthesized,,partial
ECON-pottery,Pottery typologies,F10,tilde,Neiman 1995,Landauer bound partially applicable; thermodynamic cost of information processing unclear or not measured.,low,,synthesized,,partial
ECON-pottery,Pottery typologies,F12,check,Neiman 1995,Modular/hierarchical organization observed in system structure.,medium,,synthesized,,partial
ECON-pottery,Pottery typologies,F13,tilde,Neiman 1995,Partial adaptive capacity; system shows some innovation but lacks full biological evolvability.,low,,synthesized,,partial
COMP-chess,Chess openings,F1,check,Blasius & Tonjes 2009 PRL,Cultural/computational entity serves as discrete heritable information unit transmitted across generations.,medium,https://doi.org/10.1103/PhysRevLett.103.218701,qualitative,Chess opening sequences are discrete and heritable but no formal genomic analogy; assessment is qualitative,no
COMP-chess,Chess openings,F2,check,Blasius & Tonjes 2009 PRL,Duplication/copying mechanism confirmed for information unit expansion.,medium,https://doi.org/10.1103/PhysRevLett.103.218701,qualitative,Opening tree branching is duplication-like; qualitative analogy only,no
COMP-chess,Chess openings,F3,check,Blasius & Tonjes 2009 PRL,Deletion/loss mechanism confirmed for information units.,medium,https://doi.org/10.1103/PhysRevLett.103.218701,qualitative,Pruning of opening lines is deletion-like; qualitative analogy only,no
COMP-chess,Chess openings,F4,check,Blasius & Tonjes 2009 PRL,"Selection analog (market competition, user preference) drives differential survival of variants.",medium,https://doi.org/10.1103/PhysRevLett.103.218701,qualitative,Player preference and tournament success drive opening selection; qualitative analogy,no
COMP-chess,Chess openings,F5,tilde,Blasius & Tonjes 2009 PRL,Heavy-tailed distribution observed qualitatively but not formally fitted with Clauset MLE.,low,https://doi.org/10.1103/PhysRevLett.103.218701,qualitative,F5 tilde: Zipf law observed by Blasius 2009 but not formally Clauset-MLE-validated for BDIM admissibility,no
COMP-chess,Chess openings,F6,tilde,Blasius & Tonjes 2009 PRL; Perotti et al. 2013 EPL,Neutral/BDIM-like dynamics partially supported; quantitative fit not established.,low,https://doi.org/10.1103/PhysRevLett.103.218701,qualitative,BDIM-like dynamics partially supported by Perotti 2013; quantitative fit not established,no
COMP-chess,Chess openings,F7,check,Blasius & Tonjes 2009 PRL,Open-ended complexity growth observed in system diversity/complexity metrics.,medium,https://doi.org/10.1103/PhysRevLett.103.218701,qualitative,Opening tree complexity grows over time; qualitative assessment,no
COMP-chess,Chess openings,F10,tilde,Blasius & Tonjes 2009 PRL,Landauer bound partially applicable; thermodynamic cost of information processing unclear or not measured.,low,https://doi.org/10.1103/PhysRevLett.103.218701,qualitative,Landauer bound applicable in principle to computational system; not measured,no
COMP-chess,Chess openings,F12,check,Blasius & Tonjes 2009 PRL,Modularity and hierarchical organization confirmed.,medium,https://doi.org/10.1103/PhysRevLett.103.218701,qualitative,Opening tree is hierarchically modular by construction; qualitative assessment,no
COMP-chess,Chess openings,F13,check,Blasius & Tonjes 2009 PRL,Adaptive capacity observed; system shows capacity for innovation and diversification.,medium,https://doi.org/10.1103/PhysRevLett.103.218701,qualitative,Chess opening theory demonstrates adaptive innovation; qualitative assessment,no
ECON-dogbreeds,Dog breeds,F1,check,Parker et al. 2004 Science,Cultural/computational entity serves as discrete heritable information unit transmitted across generations.,medium,https://doi.org/10.1126/science.1094437,qualitative,Dog breeds are heritable via controlled pedigrees; Parker 2004 confirms genetic structure,partial
ECON-dogbreeds,Dog breeds,F2,check,Parker et al. 2004 Science,Duplication/copying mechanism confirmed for information unit expansion.,medium,https://doi.org/10.1126/science.1094437,qualitative,Breed diversification via selective breeding is documented; qualitative analogy to duplication,partial
ECON-dogbreeds,Dog breeds,F3,check,Parker et al. 2004 Science,Deletion/loss mechanism confirmed for information units.,medium,https://doi.org/10.1126/science.1094437,qualitative,Breed extinction/decline documented in AKC data; qualitative analogy to deletion,partial
ECON-dogbreeds,Dog breeds,F4,check,Parker et al. 2004 Science,"Selection analog (market competition, user preference) drives differential survival of variants.",medium,https://doi.org/10.1126/science.1094437,qualitative,Artificial selection via AKC registration preference is documented; primary driver,partial
ECON-dogbreeds,Dog breeds,F5,tilde,AKC registration data; Parker et al. 2004 Science,Heavy-tailed distribution observed qualitatively but not formally fitted with Clauset MLE.,low,https://doi.org/10.1126/science.1094437,qualitative,F5 tilde: AKC registration distribution is heavy-tailed; no formal Clauset MLE validation,partial
ECON-dogbreeds,Dog breeds,F6,tilde,Parker et al. 2004 Science,Neutral/BDIM-like dynamics partially supported; quantitative fit not established.,low,https://doi.org/10.1126/science.1094437,qualitative,BDIM-like dynamics not formally tested for dog breed registry dynamics,no
ECON-dogbreeds,Dog breeds,F7,check,Parker et al. 2004 Science,Open-ended complexity growth observed in system diversity/complexity metrics.,medium,https://doi.org/10.1126/science.1094437,qualitative,Breed count has grown over AKC history; qualitative open-ended growth,partial
ECON-dogbreeds,Dog breeds,F10,tilde,Parker et al. 2004 Science,Landauer bound partially applicable; thermodynamic cost of information processing unclear or not measured.,low,https://doi.org/10.1126/science.1094437,qualitative,Landauer bound applicable in principle to information-rich breeding system; not measured,no
ECON-dogbreeds,Dog breeds,F12,check,Parker et al. 2004 Science,Modular/hierarchical organization observed in system structure.,medium,https://doi.org/10.1126/science.1094437,qualitative,Breed hierarchy and club structure provide modular organization; qualitative,partial
ECON-dogbreeds,Dog breeds,F13,check,Parker et al. 2004 Science,Adaptive capacity observed; system shows capacity for innovation and diversification.,medium,https://doi.org/10.1126/science.1094437,qualitative,"Dog breed innovation (new traits, new breeds) documented; qualitative evolvability",partial
COMP-software,Software codebases,F1,check,Louridas et al. 2008; Valverde & Sole 2005,Cultural/computational entity serves as discrete heritable information unit transmitted across generations.,medium,,synthesized,,partial
COMP-software,Software codebases,F2,tilde,Louridas et al. 2008; Valverde & Sole 2005,Partial duplication capacity; 81.8%.,medium,,synthesized,,partial
COMP-software,Software codebases,F3,check,Louridas et al. 2008; Valverde & Sole 2005,Deletion/loss mechanism confirmed for information units.,medium,,synthesized,,partial
COMP-software,Software codebases,F4,tilde,Louridas et al. 2008; Valverde & Sole 2005,Partial or ambiguous selection; differential fitness effects exist but are weak or contested.,low,,synthesized,,partial
COMP-software,Software codebases,F5,tilde,Louridas et al. 2008; Valverde & Sole 2005,Power-law fitted by OLS log-log regression only; no Clauset MLE validation; alpha=~2.0-2.5.,low,,synthesized,,partial
COMP-software,Software codebases,F6,check,Louridas et al. 2008; Valverde & Sole 2005,Balanced birth-death-innovation dynamics confirmed; gene gain and loss rates approximately equal.,medium,,synthesized,,partial
COMP-software,Software codebases,F7,check,Louridas et al. 2008; Valverde & Sole 2005,Open-ended complexity growth observed in system diversity/complexity metrics.,medium,,synthesized,,partial
COMP-software,Software codebases,F10,check,Louridas et al. 2008; Valverde & Sole 2005,Landauer bound applies; information processing in living/computational system incurs thermodynamic cost.,medium,,synthesized,,partial
COMP-software,Software codebases,F12,check,Louridas et al. 2008; Valverde & Sole 2005,Modularity and hierarchical organization confirmed.,medium,,synthesized,,partial
COMP-software,Software codebases,F13,check,Louridas et al. 2008; Valverde & Sole 2005,Adaptive capacity observed; system shows capacity for innovation and diversification.,medium,,synthesized,,partial
COMP-software,Software codebases,F14,tilde,Louridas et al. 2008; Valverde & Sole 2005,Codebase forking as WGD analog; partial parallel but not true genome duplication.,low,,synthesized,,partial
BIO-buchnera,Buchnera,F1,check,Shigenobu et al. 2000 Nature; Moran et al. 2008 Annu Rev Genet,DNA/RNA genome serves as heritable digital string. 40.9%,high,https://doi.org/10.1038/35024074,direct,,yes
BIO-buchnera,Buchnera,F2,cross,Shigenobu et al. 2000 Nature; Moran et al. 2008 Annu Rev Genet,Near-zero horizontal gene transfer; 641 kb genome shows no significant gene family expansion.,high,https://doi.org/10.1038/35024074,direct,,yes
BIO-buchnera,Buchnera,F3,check,Shigenobu et al. 2000 Nature; Moran et al. 2008 Annu Rev Genet,Gene loss (deletion/pseudogenization) confirmed as ongoing evolutionary process.,high,https://doi.org/10.1038/35024074,direct,,yes
BIO-buchnera,Buchnera,F4,tilde,Shigenobu et al. 2000 Nature; Moran et al. 2008 Annu Rev Genet,Selection is relaxed due to obligate endosymbiont lifestyle; drift dominates over adaptive selection.,medium,https://doi.org/10.1038/35024074,direct,,yes
BIO-buchnera,Buchnera,F5,cross,Shigenobu et al. 2000 Nature; Moran et al. 2008 Annu Rev Genet,No power-law tail in gene family size distribution; 641 kb genome too reduced for family expansion.,high,https://doi.org/10.1038/35024074,direct,,yes
BIO-buchnera,Buchnera,F6,cross,Shigenobu et al. 2000 Nature; Moran et al. 2008 Annu Rev Genet,"BDIM broken; gene loss dominates with near-zero gene gain, leading to irreversible genome erosion.",high,https://doi.org/10.1038/35024074,direct,,yes
BIO-buchnera,Buchnera,F7,cross,Shigenobu et al. 2000 Nature; Moran et al. 2008 Annu Rev Genet,No open-ended complexity growth observed.,high,https://doi.org/10.1038/35024074,direct,,yes
BIO-buchnera,Buchnera,F8,tilde,Shigenobu et al. 2000 Nature; Moran et al. 2008 Annu Rev Genet,Mutation rate elevated relative to reduced genome size; Drake K relationship disrupted by genetic drift.,medium,https://doi.org/10.1038/35024074,direct,,yes
BIO-buchnera,Buchnera,F9,tilde,Shigenobu et al. 2000 Nature; Moran et al. 2008 Annu Rev Genet,Error threshold may be violated; elevated mutation rate in 641 kb genome approaching Muller's ratchet.,medium,https://doi.org/10.1038/35024074,direct,,yes
BIO-buchnera,Buchnera,F10,check,Shigenobu et al. 2000 Nature; Moran et al. 2008 Annu Rev Genet,Landauer bound applies; information processing in living/computational system incurs thermodynamic cost.,high,https://doi.org/10.1038/35024074,direct,,yes
BIO-buchnera,Buchnera,F12,tilde,Shigenobu et al. 2000 Nature; Moran et al. 2008 Annu Rev Genet,Modularity degraded; reduced genome has lost most regulatory hierarchy and operonic structure.,medium,https://doi.org/10.1038/35024074,direct,,yes
BIO-buchnera,Buchnera,F13,cross,Shigenobu et al. 2000 Nature; Moran et al. 2008 Annu Rev Genet,No evolvability or adaptive capacity observed.,high,https://doi.org/10.1038/35024074,direct,,yes
BIO-carsonella,Carsonella,F1,check,Nakabachi et al. 2006 Science,DNA/RNA genome serves as heritable digital string. 40.9%,high,https://doi.org/10.1126/science.1134196,direct,,yes
BIO-carsonella,Carsonella,F2,cross,Nakabachi et al. 2006 Science,No gene family expansion; 160 kb genome is minimal with no room for duplication.,high,https://doi.org/10.1126/science.1134196,direct,,yes
BIO-carsonella,Carsonella,F3,check,Nakabachi et al. 2006 Science,Gene loss (deletion/pseudogenization) confirmed as ongoing evolutionary process.,high,https://doi.org/10.1126/science.1134196,direct,,yes
BIO-carsonella,Carsonella,F4,tilde,Nakabachi et al. 2006 Science,Selection is relaxed due to obligate endosymbiont lifestyle; drift dominates over adaptive selection.,medium,https://doi.org/10.1126/science.1134196,direct,,yes
BIO-carsonella,Carsonella,F5,cross,Nakabachi et al. 2006 Science,No power-law tail; 160 kb minimal genome lacks gene families entirely.,high,https://doi.org/10.1126/science.1134196,direct,,yes
BIO-carsonella,Carsonella,F6,cross,Nakabachi et al. 2006 Science,BDIM broken; gene loss dominates with near-zero gene gain in 160 kb genome.,high,https://doi.org/10.1126/science.1134196,direct,,yes
BIO-carsonella,Carsonella,F7,cross,Nakabachi et al. 2006 Science,No open-ended complexity growth observed.,high,https://doi.org/10.1126/science.1134196,direct,,yes
BIO-carsonella,Carsonella,F8,tilde,Nakabachi et al. 2006 Science,Drake K partially applicable; mutation rate relationship approximate or not formally tested.,low,https://doi.org/10.1126/science.1134196,direct,,yes
BIO-carsonella,Carsonella,F9,tilde,Nakabachi et al. 2006 Science,Error threshold partially satisfied; mutational robustness uncertain or not formally tested.,low,https://doi.org/10.1126/science.1134196,direct,,yes
BIO-carsonella,Carsonella,F10,check,Nakabachi et al. 2006 Science,Landauer bound applies; information processing in living/computational system incurs thermodynamic cost.,high,https://doi.org/10.1126/science.1134196,direct,,yes
BIO-carsonella,Carsonella,F12,tilde,Nakabachi et al. 2006 Science,Partial modularity observed but not fully characterized.,low,https://doi.org/10.1126/science.1134196,direct,,yes
BIO-carsonella,Carsonella,F13,cross,Nakabachi et al. 2006 Science,No evolvability or adaptive capacity observed.,high,https://doi.org/10.1126/science.1134196,direct,,yes
BIO-nequitans,N. equitans,F1,check,Waters et al. 2003 PNAS,DNA/RNA genome serves as heritable digital string. 40.9%,high,https://doi.org/10.1073/pnas.1532437100,direct,,yes
BIO-nequitans,N. equitans,F2,cross,Waters et al. 2003 PNAS,No gene family expansion; 491 kb genome with 536 genes shows no significant duplication.,high,https://doi.org/10.1073/pnas.1532437100,direct,,yes
BIO-nequitans,N. equitans,F3,check,Waters et al. 2003 PNAS,Gene loss (deletion/pseudogenization) confirmed as ongoing evolutionary process.,high,https://doi.org/10.1073/pnas.1532437100,direct,,yes
BIO-nequitans,N. equitans,F4,tilde,Waters et al. 2003 PNAS,Selection is relaxed due to obligate archaeal parasitic lifestyle; drift dominates.,medium,https://doi.org/10.1073/pnas.1532437100,direct,,yes
BIO-nequitans,N. equitans,F5,cross,Waters et al. 2003 PNAS,No power-law tail; 491 kb genome with 536 genes lacks gene family expansion.,high,https://doi.org/10.1073/pnas.1532437100,direct,,yes
BIO-nequitans,N. equitans,F6,cross,Waters et al. 2003 PNAS,BDIM broken; gene loss dominates with near-zero gene gain in archaeal endosymbiont.,high,https://doi.org/10.1073/pnas.1532437100,direct,,yes
BIO-nequitans,N. equitans,F7,cross,Waters et al. 2003 PNAS,No open-ended complexity growth observed.,high,https://doi.org/10.1073/pnas.1532437100,direct,,yes
BIO-nequitans,N. equitans,F8,tilde,Waters et al. 2003 PNAS,Drake K partially applicable; mutation rate relationship approximate or not formally tested.,low,https://doi.org/10.1073/pnas.1532437100,direct,,yes
BIO-nequitans,N. equitans,F9,tilde,Waters et al. 2003 PNAS,Error threshold partially satisfied; mutational robustness uncertain or not formally tested.,low,https://doi.org/10.1073/pnas.1532437100,direct,,yes
BIO-nequitans,N. equitans,F10,check,Waters et al. 2003 PNAS,Landauer bound applies; information processing in living/computational system incurs thermodynamic cost.,high,https://doi.org/10.1073/pnas.1532437100,direct,,yes
BIO-nequitans,N. equitans,F12,tilde,Waters et al. 2003 PNAS,Partial modularity observed but not fully characterized.,low,https://doi.org/10.1073/pnas.1532437100,direct,,yes
BIO-nequitans,N. equitans,F13,cross,Waters et al. 2003 PNAS,No evolvability or adaptive capacity observed.,high,https://doi.org/10.1073/pnas.1532437100,direct,,yes
BIO-cprbacteria,CPR bacteria,F1,check,Brown et al. 2015 Nature,DNA/RNA genome serves as heritable digital string. 63.6%,high,https://doi.org/10.1038/nature14486,synthesized,,partial
BIO-cprbacteria,CPR bacteria,F2,tilde,Brown et al. 2015 Nature,Partial duplication capacity; 63.6%.,medium,https://doi.org/10.1038/nature14486,synthesized,,partial
BIO-cprbacteria,CPR bacteria,F3,check,Brown et al. 2015 Nature,Gene loss (deletion/pseudogenization) confirmed as ongoing evolutionary process.,high,https://doi.org/10.1038/nature14486,synthesized,,partial
BIO-cprbacteria,CPR bacteria,F4,tilde,Brown et al. 2015 Nature,Selection is relaxed due to host-dependent lifestyle; drift dominates over adaptive selection.,medium,https://doi.org/10.1038/nature14486,synthesized,,partial
BIO-cprbacteria,CPR bacteria,F5,cross,Brown et al. 2015 Nature,No power-law tail in gene family size distribution; genome too reduced for family expansion.,high,https://doi.org/10.1038/nature14486,synthesized,,partial
BIO-cprbacteria,CPR bacteria,F6,tilde,Brown et al. 2015 Nature,BDIM dynamics impaired; birth rate severely reduced relative to death/loss rate.,medium,https://doi.org/10.1038/nature14486,synthesized,,partial
BIO-cprbacteria,CPR bacteria,F7,tilde,Brown et al. 2015 Nature,Open-ended growth impaired; host-dependent lifestyle constrains genome expansion.,medium,https://doi.org/10.1038/nature14486,synthesized,,partial
BIO-cprbacteria,CPR bacteria,F8,tilde,Brown et al. 2015 Nature,Mutation rate elevated relative to genome size; Drake K relationship may be disrupted by drift.,medium,https://doi.org/10.1038/nature14486,synthesized,,partial
BIO-cprbacteria,CPR bacteria,F9,tilde,Brown et al. 2015 Nature,Error threshold may be violated; elevated mutation rate in reduced genome approaching Muller's ratchet.,medium,https://doi.org/10.1038/nature14486,synthesized,,partial
BIO-cprbacteria,CPR bacteria,F10,check,Brown et al. 2015 Nature,Landauer bound applies; information processing in living/computational system incurs thermodynamic cost.,high,https://doi.org/10.1038/nature14486,synthesized,,partial
BIO-cprbacteria,CPR bacteria,F12,tilde,Brown et al. 2015 Nature,Modularity degraded; reduced genome has lost most regulatory hierarchy.,medium,https://doi.org/10.1038/nature14486,synthesized,,partial
BIO-cprbacteria,CPR bacteria,F13,tilde,Brown et al. 2015 Nature,Adaptive capacity reduced; host-dependent lifestyle constrains independent evolution.,medium,https://doi.org/10.1038/nature14486,synthesized,,partial
BIO-dpannarchaea,DPANN archaea,F1,check,Castelle et al. 2015; Castelle et al. 2018,DNA/RNA genome serves as heritable digital string. 63.6%,high,https://doi.org/10.1016/j.cub.2015.01.014,synthesized,,partial
BIO-dpannarchaea,DPANN archaea,F2,tilde,Castelle et al. 2015; Castelle et al. 2018,Partial or limited duplication capacity observed.,low,https://doi.org/10.1016/j.cub.2015.01.014,synthesized,,partial
BIO-dpannarchaea,DPANN archaea,F3,check,Castelle et al. 2015; Castelle et al. 2018,Gene loss (deletion/pseudogenization) confirmed as ongoing evolutionary process.,high,https://doi.org/10.1016/j.cub.2015.01.014,synthesized,,partial
BIO-dpannarchaea,DPANN archaea,F4,tilde,Castelle et al. 2015; Castelle et al. 2018,Partial or ambiguous selection; differential fitness effects exist but are weak or contested.,low,https://doi.org/10.1016/j.cub.2015.01.014,synthesized,,partial
BIO-dpannarchaea,DPANN archaea,F5,cross,Castelle et al. 2015; Castelle et al. 2018,Power-law distribution not present or fails statistical test.,medium,https://doi.org/10.1016/j.cub.2015.01.014,synthesized,,partial
BIO-dpannarchaea,DPANN archaea,F6,tilde,Castelle et al. 2015; Castelle et al. 2018,BDIM dynamics impaired; birth rate severely reduced relative to death/loss rate.,medium,https://doi.org/10.1016/j.cub.2015.01.014,synthesized,,partial
BIO-dpannarchaea,DPANN archaea,F7,tilde,Castelle et al. 2015; Castelle et al. 2018,Open-ended growth impaired; host-dependent lifestyle constrains genome expansion.,medium,https://doi.org/10.1016/j.cub.2015.01.014,synthesized,,partial
BIO-dpannarchaea,DPANN archaea,F8,tilde,Castelle et al. 2015; Castelle et al. 2018,Drake K estimated but not all species individually validated; aggregate fits within range.,medium,https://doi.org/10.1016/j.cub.2015.01.014,synthesized,,partial
BIO-dpannarchaea,DPANN archaea,F9,tilde,Castelle et al. 2015; Castelle et al. 2018,Error threshold partially satisfied; mutational robustness uncertain or not formally tested.,low,https://doi.org/10.1016/j.cub.2015.01.014,synthesized,,partial
BIO-dpannarchaea,DPANN archaea,F10,check,Castelle et al. 2015; Castelle et al. 2018,Landauer bound applies; information processing in living/computational system incurs thermodynamic cost.,high,https://doi.org/10.1016/j.cub.2015.01.014,synthesized,,partial
BIO-dpannarchaea,DPANN archaea,F12,tilde,Castelle et al. 2015; Castelle et al. 2018,Partial modularity observed but not fully characterized.,low,https://doi.org/10.1016/j.cub.2015.01.014,synthesized,,partial
